Airline,Source,Destination,Total_Stops,Price,Journey_Day,Journey_Month,Duration_mins,Dep_Hour,Arrival_Hour
4,2,1,2,13882,6,9,900,21,12
1,2,1,1,5117,4,1,965,17,9
4,0,2,0,4544,24,5,175,15,18
3,2,1,1,6442,15,5,940,6,22
1,2,1,2,10441,5,9,1275,22,19
3,4,3,0,2227,21,5,95,20,21
4,0,2,0,7229,15,4,165,6,8
4,2,1,1,10262,6,1,360,13,19
4,0,5,1,13817,3,12,800,8,21
8,2,1,1,5975,21,5,295,17,22
3,3,0,0,4148,21,3,160,21,0
6,2,1,1,13587,6,6,570,11,21
4,4,3,0,2759,21,3,80,3,4
4,0,2,0,7229,15,5,180,19,22
1,2,1,2,13547,5,9,1475,7,7
8,3,0,0,3873,21,6,155,6,9
4,3,0,1,14388,21,5,730,16,4
4,3,0,1,13731,24,5,910,18,10
8,3,0,0,3815,27,3,160,6,9
4,4,3,0,5678,15,3,90,15,17
4,3,0,1,9663,5,9,1495,8,9
2,3,0,1,8855,21,5,455,16,0
4,2,1,2,15129,5,9,1125,9,4
4,0,5,1,13555,18,3,365,16,23
4,3,0,1,10844,21,5,665,21,8
4,0,5,1,7832,21,3,580,11,21
4,2,1,2,11150,27,6,810,23,12
10,3,0,1,8452,5,9,865,20,10
6,2,1,1,9646,6,9,385,9,16
3,0,2,0,3943,24,6,170,10,13
2,2,1,1,5281,6,12,355,7,12
1,2,1,2,14667,6,1,865,17,7
4,3,0,1,14571,24,5,800,20,9
4,0,5,1,28097,3,1,390,5,12
4,0,5,1,17471,3,6,1355,20,19
4,2,1,1,10577,6,12,660,8,19
6,2,1,1,14848,24,6,465,11,19
3,0,2,0,4591,15,4,170,23,2
3,1,4,0,3597,18,5,140,19,21
3,2,1,1,6938,27,5,380,16,22
0,3,0,0,3807,24,6,150,19,22
4,2,1,1,10262,6,12,600,9,19
1,3,0,2,11432,5,9,725,8,20
4,0,5,0,7229,21,3,160,19,22
6,2,1,1,14848,21,5,465,11,19
4,3,0,1,8586,15,5,1025,6,23
6,2,1,1,6106,4,9,520,10,19
8,3,0,0,3873,5,3,140,22,0
4,2,1,2,15812,15,6,440,11,19
4,3,0,1,12121,24,5,1080,20,14
4,3,0,1,8586,5,12,800,6,19
6,2,1,1,7354,6,12,705,7,19
3,3,0,0,4778,3,6,160,21,0
3,2,1,1,6838,6,9,750,8,21
6,2,1,1,10276,3,6,755,9,22
4,0,2,0,8016,18,6,180,8,11
1,0,5,1,4943,21,3,615,8,18
3,0,2,0,4823,24,6,170,8,11
4,3,0,1,12996,4,1,475,8,16
1,2,1,1,9929,27,5,615,9,19
6,2,1,1,9508,6,3,930,10,1
1,2,1,0,5674,21,3,185,18,21
3,1,4,0,3858,18,6,145,11,14
3,3,0,0,4804,24,5,155,22,0
6,2,1,1,13377,27,5,690,14,1
4,2,1,1,12898,27,5,805,15,4
0,3,0,0,4409,6,1,155,10,12
0,2,1,1,8759,6,1,870,7,22
1,0,5,1,10394,3,3,1405,0,23
3,1,4,0,3858,18,3,145,11,14
0,2,1,1,6253,15,6,330,7,13
4,2,1,2,15129,27,5,1045,19,12
2,3,0,1,4773,24,3,470,6,14
4,3,0,1,9663,21,5,1610,6,9
4,3,0,1,12692,6,12,1005,17,9
3,0,2,0,3943,6,6,165,1,4
4,3,0,1,10703,5,12,1685,17,21
3,2,1,1,8784,27,3,860,6,21
6,2,1,1,11622,6,9,585,9,19
3,1,4,0,5277,24,5,140,22,0
0,2,1,1,8327,21,5,865,16,7
3,2,1,0,6885,3,9,195,5,8
4,0,2,0,8016,6,12,180,17,20
3,2,1,1,10112,6,1,305,23,4
3,2,1,1,14871,3,6,485,17,1
4,2,1,1,10262,6,9,600,9,19
4,4,3,0,2470,24,3,90,19,21
1,2,1,2,11622,3,9,1210,13,9
10,3,0,1,8662,5,6,865,20,10
1,2,1,2,11972,24,6,1560,17,19
4,2,1,2,11992,6,6,1140,9,4
4,2,1,1,12373,18,5,1105,10,4
6,2,1,1,7198,6,1,930,10,1
4,2,1,1,14714,15,6,330,7,12
3,2,1,1,6316,6,9,570,16,1
1,2,1,1,5998,27,3,875,17,8
4,3,0,1,13044,6,12,1285,18,16
6,2,1,1,9646,6,12,565,13,22
0,2,1,1,6451,27,6,865,16,7
2,2,1,1,5281,24,6,355,7,12
4,4,3,0,2228,5,1,90,19,21
3,0,2,0,3943,6,1,165,6,8
1,2,1,2,11753,15,6,1245,10,7
4,2,1,2,12819,24,6,810,23,12
4,2,1,2,8728,21,3,1735,13,18
8,2,1,1,4812,5,9,270,8,13
4,3,0,1,14151,5,1,1745,17,22
10,3,0,1,8452,5,1,765,20,9
3,3,0,1,6762,24,3,305,15,20
4,0,5,1,13817,3,12,1100,18,13
4,2,1,1,12898,21,5,1355,14,12
3,3,0,1,3480,4,6,265,19,23
4,0,5,1,27992,3,1,580,11,21
4,2,1,2,7791,21,3,600,18,4
1,2,1,1,5704,21,3,1010,6,23
3,3,0,1,5268,21,5,340,16,22
2,0,2,0,3898,6,6,170,11,14
8,3,0,0,3847,15,3,150,9,11
6,2,1,1,10877,6,12,690,7,19
6,2,1,1,8371,4,9,630,8,19
6,2,1,1,7038,6,6,920,7,22
4,3,0,1,14571,6,9,590,6,16
4,3,0,1,11841,6,9,800,20,9
4,2,1,2,15129,18,5,1390,13,12
8,3,0,0,3841,15,6,140,22,0
4,2,1,1,10262,24,6,1505,11,12
1,3,0,0,4460,4,6,155,20,23
3,0,5,0,7648,3,3,175,18,21
10,3,0,1,8610,6,6,790,7,20
3,1,4,0,3597,18,6,140,13,15
3,2,1,1,6442,24,6,515,7,16
3,2,1,1,12351,3,9,860,6,21
6,2,1,1,14067,21,5,480,17,1
3,0,2,0,4823,15,5,170,20,22
10,3,0,1,12102,24,3,1750,17,22
4,4,3,0,8040,24,5,85,7,8
3,0,5,0,7648,3,3,175,10,13
3,2,1,1,6582,5,9,325,2,7
10,0,2,0,4668,6,12,170,11,14
3,0,2,0,4823,4,1,170,20,22
8,3,0,0,3873,5,1,140,22,0
6,2,1,1,8476,18,5,535,10,19
3,2,1,1,5636,27,5,315,7,12
4,3,0,1,8586,5,12,685,8,19
3,0,2,0,4823,6,6,175,18,21
1,2,1,0,6881,3,6,170,5,8
4,3,0,1,10844,5,9,510,14,22
3,3,0,1,4226,24,4,220,19,23
4,2,1,1,12373,5,9,1425,19,19
1,3,0,2,10697,6,6,810,8,21
4,4,3,0,4995,6,3,90,10,11
1,2,1,2,9443,24,6,1595,16,19
4,2,1,2,13029,18,5,1375,5,4
4,2,1,2,12347,21,3,2040,18,4
6,2,1,1,7408,6,9,480,13,21
4,3,0,1,7064,4,1,865,18,9
4,2,1,1,13843,3,6,925,13,4
3,3,0,0,4174,4,12,155,15,18
6,2,1,3,16294,15,5,565,11,21
8,3,0,0,3841,18,5,155,6,9
3,0,2,0,4423,15,6,170,4,6
1,2,1,0,5201,6,12,170,5,8
1,0,5,2,12599,3,3,1705,6,11
3,4,3,0,4049,21,5,90,6,7
1,3,0,2,12797,24,5,1505,9,10
4,3,0,1,13067,24,5,870,20,10
10,3,0,1,9345,24,5,1350,20,18
3,2,1,1,6818,21,5,425,5,12
4,4,3,0,8040,5,3,90,10,11
4,2,1,2,14300,6,12,1095,18,12
6,2,1,1,13727,15,5,435,18,1
4,0,5,1,7832,21,3,1050,16,10
6,2,1,1,16259,3,9,535,4,12
3,0,2,0,4823,27,6,170,8,11
4,0,5,1,16736,3,6,1235,11,8
1,3,0,2,13217,6,6,1200,9,5
6,2,1,1,6637,27,3,490,12,21
4,3,0,1,10844,6,9,1025,18,12
6,2,1,1,8401,21,3,555,10,19
8,3,0,0,3873,4,12,145,9,11
4,2,1,2,12410,24,6,505,20,4
4,2,1,2,15129,18,5,810,23,12
3,0,2,0,4423,5,1,170,13,15
4,2,1,1,16079,27,5,360,13,19
1,3,0,2,15894,6,6,1105,14,8
6,2,1,1,9103,15,5,845,4,19
1,2,1,1,8991,6,12,1350,9,8
1,3,0,2,7893,4,1,1530,16,18
3,4,3,0,4575,3,3,90,2,4
8,3,0,0,3873,5,3,145,9,11
4,0,5,1,7832,21,3,935,5,21
3,1,4,0,3597,5,1,140,14,17
4,3,0,1,13759,24,3,1575,21,23
4,0,2,0,7229,27,5,185,18,22
8,3,0,0,3873,15,4,155,6,9
6,2,1,1,9794,15,5,780,6,19
1,2,1,1,6681,27,3,1125,13,8
3,0,2,0,4423,21,4,180,21,0
4,3,0,1,10844,15,5,685,8,19
3,2,1,1,7258,6,1,705,9,21
4,4,3,0,4995,6,12,90,10,11
4,2,1,1,14924,6,9,1325,20,19
10,0,5,1,6590,15,3,1665,6,10
4,2,1,1,10262,6,3,940,20,12
8,3,0,0,5515,3,9,150,9,11
4,2,1,2,6643,27,3,1475,19,19
3,4,3,0,2754,24,6,90,19,20
3,2,1,1,6493,6,9,310,17,22
3,3,0,1,6218,24,5,325,18,23
1,2,1,2,10861,6,6,800,5,19
3,2,1,1,7094,3,6,515,7,16
8,4,3,0,2227,24,3,85,22,0
4,0,2,0,4544,21,4,180,19,22
1,0,5,2,7664,21,3,630,5,16
4,0,2,0,8016,27,6,180,17,20
0,3,0,0,3807,27,5,150,22,1
1,2,1,2,12698,6,3,725,7,19
4,3,0,1,8586,24,5,1330,6,4
4,3,0,1,7064,4,1,1330,6,4
3,2,1,0,5601,6,9,195,5,8
8,2,1,1,7317,21,5,380,15,22
1,3,0,3,12797,5,6,1470,10,10
3,3,0,1,4226,4,6,255,6,10
4,3,0,1,14151,5,12,395,17,23
3,2,1,1,6628,27,3,890,10,1
3,0,5,0,8033,3,9,170,4,6
6,2,1,1,11200,6,1,505,10,19
3,3,0,0,4804,24,6,155,15,18
0,3,0,1,5192,6,12,720,22,10
4,2,1,2,13014,6,12,1125,9,4
4,3,0,1,10844,21,5,1525,21,22
6,2,1,1,15603,3,6,510,7,15
2,0,2,0,4239,4,3,175,7,10
4,3,0,1,13044,6,12,1200,14,10
4,2,1,1,12898,27,5,1485,18,19
8,3,0,1,6013,4,1,520,8,17
4,3,0,1,14781,5,6,365,16,22
4,2,1,1,12557,21,3,655,17,4
6,2,1,1,13875,3,6,845,4,18
4,2,1,2,11507,15,6,1130,9,4
1,3,0,0,5510,18,6,150,14,16
2,3,0,1,10198,24,3,460,16,0
4,3,0,1,8355,6,12,435,10,17
4,0,2,0,8016,6,1,185,18,22
3,2,1,1,6314,27,5,625,10,21
1,2,1,0,5831,3,9,170,5,8
4,2,1,1,10262,24,6,550,19,4
6,2,1,1,15136,3,6,700,13,1
4,0,5,1,7832,21,3,830,20,10
8,1,4,0,3859,24,3,135,8,10
3,3,0,0,4174,4,6,150,15,17
4,0,5,1,19225,3,6,340,5,11
3,2,1,1,10518,3,9,975,4,21
3,0,2,0,4823,4,6,175,7,10
1,0,5,0,7276,24,3,165,10,12
6,2,1,1,12192,6,9,540,10,19
0,2,1,1,11410,6,1,865,16,7
1,3,0,2,13033,21,5,920,10,1
4,0,5,1,26890,3,1,570,5,15
3,3,0,0,4804,27,6,150,15,17
4,3,0,1,10844,15,5,1550,18,20
1,2,1,2,12436,6,12,1820,12,19
3,0,2,0,4823,21,6,175,7,10
3,4,3,0,2227,6,3,90,21,22
4,2,1,1,10262,6,1,940,20,12
4,2,1,1,17024,3,3,1225,8,4
4,2,1,2,9296,27,3,1325,6,4
1,2,1,0,6094,6,6,185,18,21
4,3,0,1,8586,6,9,1215,8,4
4,2,1,2,10919,15,6,1300,6,4
2,3,0,1,9495,6,9,455,16,0
4,2,1,1,14714,6,12,395,21,4
1,2,1,0,5201,24,6,180,14,17
1,2,1,2,7090,27,3,1420,9,9
3,4,3,0,4575,15,5,90,9,10
6,2,1,1,9646,15,5,545,7,16
3,2,1,1,5636,6,12,325,2,7
6,2,1,1,9646,15,6,545,7,16
4,4,3,0,4050,3,9,90,19,21
4,2,1,1,14714,6,9,1270,21,19
3,3,0,0,4804,18,6,150,15,17
4,2,1,1,10577,6,9,1485,18,19
2,0,2,0,3898,15,6,165,20,23
4,3,0,1,14571,6,6,960,20,12
4,2,1,2,10919,15,6,1300,6,4
4,0,2,0,8016,18,6,165,6,8
3,2,1,1,6287,21,3,425,4,12
1,3,0,1,8366,6,6,905,16,7
4,2,1,1,15400,3,6,440,11,18
10,0,5,0,8553,3,3,160,19,22
8,3,0,0,3841,4,9,155,6,9
1,2,1,2,10021,4,9,1545,5,7
8,1,4,0,3597,24,6,140,17,20
3,1,4,0,4332,24,5,145,11,14
2,0,2,0,3898,21,6,165,20,23
4,4,3,2,21375,3,6,1665,13,16
10,3,0,1,8610,6,6,975,7,23
3,3,0,0,4804,15,6,155,17,19
1,2,1,2,13591,6,1,1730,14,19
4,3,0,1,14781,5,6,590,6,16
4,0,5,1,9134,15,3,315,8,13
1,2,1,2,10493,6,9,1545,5,7
4,0,5,1,8147,24,3,1280,11,9
8,3,0,0,3873,21,6,140,22,0
4,3,0,1,14571,6,9,1025,18,12
1,0,5,2,11003,3,3,655,10,21
4,2,1,1,10262,6,3,550,19,4
4,2,1,1,12719,21,3,995,2,18
4,2,1,1,10262,24,6,1325,20,19
1,0,2,0,7171,21,6,165,17,19
8,0,2,0,4423,27,4,160,5,8
6,2,1,1,12616,3,9,490,17,1
1,2,1,2,12970,6,1,1560,17,19
4,3,0,1,14914,24,3,775,21,10
4,4,3,0,3210,5,6,85,2,4
2,0,2,0,4632,21,4,175,7,10
4,2,1,1,12373,5,9,655,17,4
3,3,0,0,4804,15,6,150,14,16
6,2,1,3,21829,3,3,565,11,21
6,2,1,1,13587,6,1,780,8,21
4,2,1,2,12819,27,6,1760,23,4
0,2,1,1,6151,27,3,660,20,7
4,0,2,0,8016,6,1,175,15,18
6,2,1,1,15135,3,6,680,7,18
3,2,1,1,6794,21,5,500,17,1
10,3,0,1,8610,15,5,1640,17,20
1,3,0,2,12723,18,5,1840,5,12
1,3,0,1,7662,6,6,1515,12,13
6,2,1,1,14343,3,9,515,17,1
6,2,1,1,6795,6,1,910,10,1
8,3,0,0,3873,5,9,140,22,0
3,4,3,0,2754,6,12,90,19,20
1,4,3,1,16666,3,6,905,6,21
6,2,1,1,11098,6,1,460,4,12
4,3,0,1,10539,6,9,1745,17,22
1,2,1,1,9929,27,5,735,7,19
4,3,0,1,10844,5,12,1430,16,16
4,3,0,1,12692,6,6,1730,9,14
4,2,1,1,9212,21,3,455,20,4
6,2,1,1,13727,15,5,630,15,1
0,0,2,0,4282,15,6,170,4,7
4,3,0,1,10844,24,5,1285,18,16
1,2,1,1,7480,27,6,965,17,9
3,0,2,0,4823,5,1,180,16,19
4,2,1,1,12373,18,5,825,22,12
6,2,1,1,7215,21,3,560,11,21
1,2,1,1,7480,5,9,1640,6,9
6,2,1,1,8143,24,6,720,9,21
3,0,2,0,4823,5,3,175,18,21
4,3,0,1,10844,6,6,735,20,8
8,0,2,0,5621,4,12,175,21,0
10,3,0,1,9555,18,5,1440,20,20
3,0,5,0,4777,21,3,165,1,4
8,0,5,0,7648,3,3,175,9,12
3,3,0,1,10308,4,1,295,9,14
4,2,1,2,21219,24,5,440,11,19
3,3,0,1,11319,5,6,295,9,14
4,3,0,1,10844,15,5,1415,21,20
6,2,1,1,15078,5,9,435,18,1
8,4,3,0,2017,5,1,90,22,0
0,3,0,0,4409,6,1,150,22,1
3,2,1,1,5054,6,9,275,7,12
1,0,5,2,10111,15,3,980,5,22
8,0,5,0,4273,18,3,170,20,23
4,2,1,2,8728,21,3,1735,13,18
1,3,0,1,8576,24,5,905,16,7
4,0,2,0,8016,6,3,180,17,20
4,0,2,0,8016,6,9,175,15,18
4,3,0,1,14151,18,5,1630,20,23
3,0,2,0,4423,15,4,165,6,8
4,4,3,0,4050,15,6,85,7,8
4,3,0,1,14781,5,6,345,14,19
4,3,0,1,8586,15,5,735,20,8
0,3,0,1,5162,21,5,215,19,23
4,3,0,1,13731,6,9,450,21,4
4,2,1,1,7438,21,3,925,13,4
4,3,0,1,14151,15,5,1520,9,10
10,0,2,0,5613,4,12,170,21,23
3,3,0,1,5380,15,5,290,15,20
4,2,1,1,7438,21,3,1015,11,4
6,2,1,1,9646,6,1,925,7,22
0,2,1,1,6853,15,5,625,20,7
4,0,5,1,13555,18,3,375,14,20
3,2,1,1,5883,15,6,480,17,1
3,2,1,1,6171,3,9,425,4,12
3,4,3,0,3175,21,5,90,16,18
3,2,1,1,4832,27,3,355,7,13
6,2,1,1,13377,6,1,570,16,1
4,2,1,1,10262,24,6,520,19,4
4,2,1,1,10262,6,1,1100,18,12
1,2,1,2,8603,18,5,1180,12,7
4,3,0,1,8586,6,6,1330,6,4
10,3,0,1,8452,21,5,765,20,9
4,3,0,1,14231,24,3,1395,18,18
4,2,1,1,16289,21,5,660,8,19
8,0,5,0,6860,3,3,175,9,12
3,4,3,0,2754,5,9,90,2,4
6,2,1,1,9646,6,9,925,7,22
1,1,4,0,4667,27,5,135,11,13
3,3,0,0,4804,21,4,155,15,18
3,0,5,0,4545,3,9,165,1,4
4,0,5,1,25735,3,1,1290,22,20
4,2,1,2,12647,21,3,1375,5,4
4,3,0,1,8586,5,1,1090,14,8
3,1,4,0,5277,6,9,140,22,0
3,2,1,1,6206,27,3,845,11,1
0,0,2,0,4483,4,12,165,11,13
10,3,0,1,9870,24,5,1550,17,18
8,3,0,0,3841,27,6,150,17,19
8,3,0,0,3815,27,3,150,9,11
3,0,5,0,6860,24,3,170,23,2
4,3,0,1,12121,5,1,870,20,10
4,2,1,1,5963,27,3,535,9,18
8,0,2,0,3625,6,6,160,5,8
8,3,0,0,3841,15,6,145,9,11
3,0,2,0,4823,6,12,170,20,22
6,2,1,1,9646,6,12,385,9,16
4,2,1,1,10152,27,5,620,2,12
3,2,1,1,7514,6,3,940,6,22
4,0,5,1,16736,3,6,685,7,18
4,3,0,1,13584,5,6,910,18,10
1,3,0,2,11222,21,5,1415,8,7
3,1,4,0,3850,5,1,140,7,10
10,0,5,0,7608,24,3,160,12,14
4,3,0,1,10844,5,12,1220,20,16
6,2,1,1,7408,6,9,510,17,1
10,1,4,0,3687,18,5,135,7,9
8,2,1,1,11726,3,3,375,16,22
4,3,0,1,9663,5,6,1610,6,9
1,3,0,2,12829,24,3,1845,7,13
3,2,1,1,6069,27,6,300,16,21
4,3,0,1,8529,6,12,1640,16,19
10,3,0,1,8085,5,9,385,17,23
10,0,2,0,4878,15,5,165,19,22
3,0,2,0,4077,4,3,170,13,15
3,3,0,1,7605,5,9,315,21,2
4,2,1,2,13014,15,6,1375,5,4
3,2,1,1,11600,3,3,885,7,22
4,3,0,1,14151,5,12,1005,17,9
1,2,1,2,12497,24,6,1105,13,7
4,2,1,1,17024,3,6,995,2,18
8,1,4,0,6300,3,9,155,9,12
6,2,1,1,15147,3,6,470,17,1
6,2,1,1,6795,6,1,760,12,1
3,4,3,0,5755,3,3,85,19,20
1,3,0,1,10203,5,12,1185,20,16
4,2,1,1,14714,6,6,1015,11,4
3,0,5,0,4545,18,3,170,22,1
4,3,0,1,14781,15,5,855,6,20
1,0,5,2,11602,3,12,1655,7,11
3,4,3,0,4049,5,6,90,6,7
4,2,1,2,13029,5,9,1375,5,4
4,3,0,1,14571,6,9,740,8,20
1,0,2,0,6961,6,9,165,6,8
8,3,0,1,6381,15,5,520,8,17
8,3,0,0,3841,4,1,155,6,9
4,2,1,2,11538,21,3,1325,6,4
10,3,0,1,8610,5,6,1440,20,20
1,2,1,2,11552,3,6,2170,7,19
6,2,1,1,7408,6,1,840,7,21
4,2,1,1,10262,27,6,1010,19,12
1,3,0,2,10991,5,6,1625,5,8
6,2,1,1,13587,6,9,435,18,1
1,2,1,1,7480,15,5,1255,12,9
3,0,5,1,6351,3,9,300,17,22
6,2,1,1,7153,27,5,420,14,21
0,3,0,0,4409,5,6,150,19,22
3,3,0,1,7228,15,5,315,21,2
6,2,1,1,11667,27,3,650,8,18
8,3,0,1,4649,6,12,315,15,20
1,3,0,2,12592,5,9,1255,16,13
6,2,1,1,11789,6,12,520,10,19
1,1,4,0,4667,6,1,135,11,13
0,3,0,1,9719,21,5,720,22,10
1,2,1,1,6902,27,3,375,13,19
4,3,0,1,14781,21,5,520,20,4
4,3,0,1,10844,18,5,850,8,22
1,3,0,2,11522,24,3,1975,5,14
1,0,2,0,6121,21,4,170,13,16
10,3,0,1,8610,6,6,385,17,23
0,3,0,0,5620,24,3,150,22,1
3,3,0,0,4804,27,5,150,15,17
6,2,1,1,7005,27,5,640,10,21
4,2,1,2,15129,5,1,1195,23,19
4,3,0,1,8586,24,5,520,20,4
6,2,1,1,10197,18,5,660,8,19
6,2,1,1,10667,27,3,605,9,19
3,3,0,1,11160,6,12,295,9,14
1,2,1,2,12488,27,5,1855,12,19
4,3,0,1,10844,18,5,685,8,19
1,2,1,2,9968,6,3,1595,16,19
4,0,2,0,5198,18,5,185,18,22
4,3,0,1,8586,5,1,875,14,4
3,1,4,0,4332,18,5,145,11,14
3,3,0,1,5069,5,6,290,8,13
4,0,2,0,4544,5,6,180,8,11
6,2,1,1,14973,3,3,690,4,15
1,0,5,3,13387,3,12,2120,6,18
8,0,2,0,3625,6,9,160,5,8
4,3,0,1,10703,24,5,1730,9,14
3,3,0,0,7615,24,3,155,15,17
3,0,2,0,4823,27,5,175,18,21
4,0,5,1,16736,3,6,1045,11,5
4,3,0,1,9663,5,9,890,21,12
6,2,1,1,9205,18,5,630,8,19
4,2,1,1,15554,5,9,335,22,4
8,4,3,0,1965,15,5,90,22,0
1,3,0,0,5510,15,6,150,14,16
6,2,1,1,8266,5,9,535,10,19
3,4,3,0,3175,27,5,90,16,18
8,2,1,1,4760,5,9,270,8,13
6,2,1,1,7740,27,5,735,8,21
4,3,0,1,13941,15,5,570,14,23
0,2,1,1,11410,6,6,865,16,7
4,3,0,1,12681,4,1,1640,16,19
4,2,1,2,15129,5,6,1615,9,12
4,2,1,2,10368,6,12,810,5,19
1,3,0,2,12324,21,5,725,8,20
8,3,0,0,3841,15,4,150,17,19
4,2,1,2,13014,24,6,1375,5,4
3,2,1,1,6442,27,6,940,6,22
4,2,1,1,12373,18,5,300,14,19
4,0,5,1,13817,3,12,845,8,23
3,0,2,0,4823,24,6,175,18,21
4,2,1,2,9412,27,3,1395,5,4
1,2,1,2,10231,27,5,1275,22,19
4,0,2,0,7229,4,9,175,15,18
8,0,5,0,4273,24,3,175,9,12
4,3,0,1,10844,18,5,1550,18,20
3,2,1,1,7164,27,5,325,2,7
4,0,2,0,6478,27,6,180,7,10
4,0,2,0,5198,5,12,180,7,10
8,0,2,0,4319,27,4,160,5,8
4,2,1,1,10262,27,6,1040,19,12
10,2,1,0,6741,18,5,190,14,17
4,3,0,1,14571,6,6,510,14,22
1,0,5,1,26092,3,1,725,11,23
1,2,1,2,11753,27,6,500,10,19
4,0,5,1,7832,21,3,900,8,23
10,3,0,1,8610,5,1,790,7,20
4,3,0,1,13626,6,12,510,14,22
4,2,1,2,10368,6,9,1615,9,12
3,4,3,0,2754,18,6,90,2,4
4,3,0,1,12692,6,6,1500,17,18
3,0,5,0,10067,3,1,175,10,13
2,2,1,1,4959,6,3,540,10,19
1,0,5,2,19372,3,1,1580,8,11
1,4,3,0,3100,18,5,80,6,7
6,2,1,1,8405,15,5,810,7,21
6,2,1,1,6943,27,5,570,11,21
8,3,0,0,3841,27,4,150,17,19
8,4,3,0,2017,6,6,90,22,0
10,3,0,1,9187,5,1,1065,17,10
4,3,0,1,13941,5,12,685,8,19
4,2,1,2,8938,21,3,1415,19,18
8,0,2,0,4319,18,5,170,9,12
8,0,2,0,3573,4,1,175,21,0
8,3,0,0,3841,5,3,145,9,11
4,2,1,0,7202,27,6,195,11,14
10,3,0,1,9187,6,9,355,17,22
2,2,1,1,6976,6,3,370,7,13
4,2,1,1,12898,21,5,1100,18,12
4,2,1,1,12898,27,5,1570,2,4
4,2,1,2,10588,15,6,1295,21,19
1,2,1,2,9181,24,6,1275,22,19
4,0,5,1,11087,3,3,1400,5,5
4,2,1,1,10262,27,6,330,7,12
4,2,1,0,4886,4,6,195,11,14
3,2,1,1,8470,21,3,355,2,8
1,3,0,3,14960,21,5,805,9,23
8,3,0,0,3873,5,9,155,6,9
1,2,1,2,11911,3,9,1595,16,19
1,2,1,1,8907,15,6,795,9,23
8,1,4,0,3859,5,9,135,8,10
0,3,0,0,3807,24,6,150,22,1
0,3,0,0,4384,3,6,155,10,12
6,2,1,1,11622,6,3,460,4,12
10,0,5,0,4563,24,3,160,19,22
8,4,3,0,1965,4,1,90,13,14
1,3,0,0,4145,24,4,155,20,23
4,3,0,1,10031,24,3,1410,21,20
1,0,5,1,11628,3,1,370,17,23
4,2,1,1,10262,15,6,330,7,12
8,4,3,0,2017,24,6,90,13,14
10,2,1,0,6216,27,4,190,6,9
6,2,1,3,16294,15,5,835,11,1
3,0,2,0,3943,6,3,170,4,6
6,2,1,1,7038,27,5,455,14,22
8,0,5,1,7294,3,9,475,10,18
8,3,0,0,3873,4,6,145,9,11
1,4,3,0,3100,18,6,90,13,15
6,2,1,1,12507,27,5,540,10,19
0,2,1,1,6152,21,5,875,7,22
1,3,0,1,8030,4,1,675,9,21
4,0,2,0,5769,18,6,180,8,11
3,3,0,0,4804,6,6,155,17,19
1,2,1,1,8372,18,5,1420,9,9
4,0,5,1,8578,15,3,280,9,14
1,2,1,2,11228,18,5,1275,22,19
1,3,0,2,13227,5,1,1385,9,8
3,0,5,0,8855,15,3,175,20,22
6,2,1,1,12192,6,12,525,3,12
4,2,1,2,12819,27,6,1195,23,19
3,0,2,0,3943,27,6,165,6,8
6,2,1,1,18260,3,9,755,0,12
1,0,2,0,5228,18,4,165,6,8
4,2,1,2,14300,6,12,970,12,4
1,3,0,2,10151,5,1,1830,12,18
3,3,0,1,5699,5,6,280,17,22
10,3,0,1,9187,21,5,1655,7,10
10,3,0,1,8452,6,6,765,20,9
6,2,1,1,13961,21,3,665,2,13
4,0,2,0,5769,24,6,180,7,10
6,2,1,1,10877,24,6,690,7,19
3,0,2,0,4591,4,9,170,23,2
1,3,0,2,17732,5,6,1200,9,5
4,2,1,1,12373,5,9,610,18,4
0,3,0,0,3807,27,6,150,19,22
10,3,0,1,9555,6,9,790,7,20
0,0,2,0,4483,6,6,165,11,13
4,3,0,1,14781,5,12,400,14,20
4,2,1,2,13292,6,3,1620,9,12
4,2,1,1,12373,18,5,1425,19,19
3,2,1,1,5530,21,5,320,6,12
3,2,1,1,7081,18,5,750,8,21
4,2,1,1,10262,15,6,1655,9,12
6,2,1,1,9316,27,5,455,11,19
4,3,0,1,10844,5,9,705,6,18
3,2,1,1,8542,5,1,810,7,21
3,0,2,0,4823,15,4,180,16,19
1,2,1,1,12940,3,6,1660,4,7
4,3,0,1,13374,6,6,450,21,4
6,2,1,1,13062,21,3,570,11,21
4,2,1,2,13014,6,3,810,5,19
4,0,2,0,8541,21,6,185,18,22
4,3,0,1,11134,24,3,1210,13,10
4,0,5,1,7832,21,3,615,8,19
6,2,1,1,8888,5,9,555,13,22
4,3,0,1,9663,5,12,865,18,9
6,2,1,1,17267,3,6,505,7,15
4,0,5,1,7832,21,3,890,20,11
10,0,5,0,12123,18,3,160,19,22
6,2,1,1,8073,15,5,510,17,1
8,0,2,0,4991,4,12,170,9,12
2,0,2,0,3419,6,12,165,20,23
4,2,1,1,10262,27,6,1395,19,19
4,2,1,1,10262,6,1,1010,19,12
0,3,0,0,3807,4,3,150,22,1
3,4,3,0,5755,3,3,85,12,13
4,2,1,1,10262,6,1,395,21,4
1,2,1,2,13039,21,5,865,17,7
4,0,5,1,7832,21,3,745,8,21
3,1,4,0,6297,3,9,140,7,10
4,4,3,0,3210,24,6,90,19,21
6,2,1,1,15147,3,3,640,10,21
3,4,3,0,4049,24,6,90,9,10
